"","rab.all","rab.win.Control","rab.win.Tomato","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH"
"Bacteroidetes",9.81212161241718,9.81389437933902,9.8111424966734,-0.148508136554238,0.82452841816373,-0.177065258305428,0.411600000304174,0.53448575312453,0.844724172582184,0.579674944250796,0.85431388313567
"Actinobacteria",7.00911843151798,7.20713020715463,6.76693255400732,-0.382154577366372,0.992162317053213,-0.354864896904978,0.378600000430017,0.53533166696998,0.844857954925612,0.383312173894217,0.747792258016328
"Cyanobacteria",2.68362867941789,2.68915980925838,2.6729762349972,0.00330586156745394,0.497765660131719,0.00594469246093758,0.495800000014001,0.48782282943872,0.849067309021189,0.881764673407088,0.966151588761568
"Korarchaeota",-4.49878762189327,-4.44510699142698,-4.54787596361946,-0.12514533295379,0.722192095495155,-0.163236262454904,0.427000000248633,0.604049610968607,0.851170251503315,0.595397421463985,0.834192104350593
"Chloroflexi",2.43751681832674,2.49026833593012,2.33115569981879,-0.126443970234185,0.259277750583324,-0.390958129334152,0.344600000573387,0.593526382142319,0.851832982144247,0.275549665504774,0.657859885955533
"Chlorophyta",-1.60835178852268,-1.60400868339076,-1.60884088245186,-0.0666994077850562,0.529372043967358,-0.118871950664167,0.45720000014372,0.578224372629885,0.85280682480931,0.75697183312044,0.919464787419176
"unclassified (derived from Eukaryota)",0.377498575126691,0.411949217474193,0.33885797887746,-0.0935530929299775,0.327554829350186,-0.227131621734749,0.371200000459848,0.588110511329699,0.856421820650497,0.377105642035983,0.720023380272955
"Nanoarchaeota",-8.1615389716194,-8.14664526841028,-8.18877040286803,0.0766503590235823,2.44981802184469,0.0240490587923104,0.483903219409819,0.606916384283951,0.859178005986373,0.6624592760181,0.87172427551983
"Tenericutes",1.03700969193837,0.953852512367154,1.08736526528835,0.0784287068277996,0.474721117142073,0.166052877467962,0.430713857463935,0.574723704058981,0.871513200345085,0.628878531685033,0.885220622609625
"Nitrospirae",-1.26262295628521,-1.22523585226442,-1.31543291206999,-0.0614655032986802,0.327641784679124,-0.166064720977799,0.423000000262902,0.660926263847868,0.872713046458648,0.580663512957631,0.823914884856888
"Verrucomicrobia",1.34476213323114,1.36770179649639,1.28129536138037,-0.018379792812885,0.4108608718991,-0.0390503649158762,0.48260000005807,0.594915547557804,0.875712114811129,0.862938978977679,0.959365154126018
"Acidobacteria",0.887495603697789,0.895320796228117,0.875413489379415,-0.0433223053115634,0.312703079637475,-0.133984309018252,0.444400000187654,0.679343684979589,0.881203157310489,0.694920597977874,0.885916841069404
"Crenarchaeota",-0.955563547328525,-0.858391635641184,-0.999569399748835,-0.0830546516731498,0.329239902443542,-0.218130677453615,0.401600000341215,0.699579331458644,0.889644453872084,0.505310279503778,0.790679710460966
"Euryarchaeota",3.4363962018143,3.4542015228339,3.41296048003051,0.0169025337875768,0.379345532039083,0.0483638761769524,0.48560000004804,0.685381929470285,0.90216030753887,0.869495442637857,0.965783001603549
"Elusimicrobia",-0.795768275025369,-0.804253081919073,-0.790088677977622,-0.0208661808688131,0.461594303614893,-0.0429111898445613,0.474905019080029,0.747267773314114,0.905813672422069,0.772445084327437,0.923631737495809
"Planctomycetes",0.145969805292621,0.147013264767088,0.144341343173974,-0.006715699045035,0.614725185766104,-0.0100799189279651,0.495600000014668,0.73591037221465,0.914363083591483,0.856957349152396,0.959354414256237
"Gemmatimonadetes",-2.77765573911025,-2.73235775986181,-2.80833638009009,-0.0410399202974157,0.743365439491309,-0.0504715700451526,0.475304939094683,0.757192734443516,0.91866892972525,0.774499870098941,0.927182642065795
"Proteobacteria",6.64403549084211,6.64502616740954,6.64349904796254,0.0178406928441057,0.420899388905116,0.0450150084313862,0.481703659329192,0.882241744235096,0.953492932474453,0.901994760657299,0.972669589313663
"Lentisphaerae",-0.618020090405721,-0.632171752474858,-0.465514743579018,0.0241499807688772,0.892316118557433,0.025441451303566,0.487400000042027,0.907203935119264,0.961201308991385,0.884244820195285,0.967774431069976
"Nematoda",-2.41314029101934,-2.74496592629544,-2.27199843065316,0.241110602030544,1.16410527638798,0.188197661858459,0.425600000253615,0.903355566682773,0.961299143659311,0.608087888891295,0.873165305500022
"Apicomplexa",-1.82393055153797,-1.76426325825272,-1.8496069541866,0.0648644143298842,1.26153980953706,0.0469870285928719,0.479800000067444,0.92584117380461,0.965869597464617,0.879750308515014,0.966048385145563
